Datetime,Close,High,Low,Open,Volume
2025-05-06 09:30:00-04:00,111.48999786376953,111.80000305175781,111.12000274658203,111.63999938964844,10919064
2025-05-06 09:35:00-04:00,111.86000061035156,112.01000213623047,111.44499969482422,111.5,3505416
2025-05-06 09:40:00-04:00,111.50990295410156,112.0,111.4800033569336,111.8550033569336,3123476
2025-05-06 09:45:00-04:00,111.57550048828125,111.8499984741211,111.4000015258789,111.51000213623047,2612286
2025-05-06 09:50:00-04:00,110.87999725341797,111.61499786376953,110.8219985961914,111.56999969482422,3645985
2025-05-06 09:55:00-04:00,111.0999984741211,111.37000274658203,110.83999633789062,110.88529968261719,2722131
2025-05-06 10:00:00-04:00,111.42500305175781,111.54000091552734,110.92030334472656,111.11000061035156,2875457
2025-05-06 10:05:00-04:00,111.80509948730469,111.81999969482422,111.41999816894531,111.41999816894531,2570079
2025-05-06 10:10:00-04:00,111.91510009765625,112.12999725341797,111.7300033569336,111.80879974365234,3244850
2025-05-06 10:15:00-04:00,112.44000244140625,112.4800033569336,111.79000091552734,111.91500091552734,2714526
2025-05-06 10:20:00-04:00,112.75499725341797,112.92579650878906,112.44000244140625,112.44000244140625,3443401
2025-05-06 10:25:00-04:00,112.65499877929688,112.97000122070312,112.47000122070312,112.7699966430664,2920644
2025-05-06 10:30:00-04:00,113.04000091552734,113.12999725341797,112.58999633789062,112.6500015258789,2706468
2025-05-06 10:35:00-04:00,113.12999725341797,113.19000244140625,112.86000061035156,113.0250015258789,2151818
2025-05-06 10:40:00-04:00,113.03500366210938,113.2300033569336,112.9749984741211,113.125,1707710
2025-05-06 10:45:00-04:00,113.1449966430664,113.25,113.01000213623047,113.05000305175781,1641296
2025-05-06 10:50:00-04:00,112.91999816894531,113.1500015258789,112.81999969482422,113.13999938964844,1706629
2025-05-06 10:55:00-04:00,112.71499633789062,112.97000122070312,112.69999694824219,112.91010284423828,1335670
2025-05-06 11:00:00-04:00,112.83989715576172,112.87000274658203,112.69000244140625,112.70999908447266,1321923
2025-05-06 11:05:00-04:00,112.61009979248047,112.94999694824219,112.58000183105469,112.83499908447266,1305147
2025-05-06 11:10:00-04:00,112.69000244140625,112.75990295410156,112.5636978149414,112.618896484375,1048002
2025-05-06 11:15:00-04:00,112.76000213623047,112.81890106201172,112.58000183105469,112.70999908447266,1013689
2025-05-06 11:20:00-04:00,113.02999877929688,113.11499786376953,112.69999694824219,112.76499938964844,1591776
2025-05-06 11:25:00-04:00,113.06999969482422,113.12999725341797,112.9000015258789,113.00499725341797,953466
2025-05-06 11:30:00-04:00,113.06500244140625,113.08999633789062,112.86499786376953,113.06500244140625,877608
2025-05-06 11:35:00-04:00,113.05500030517578,113.16000366210938,113.01000213623047,113.06500244140625,866978
2025-05-06 11:40:00-04:00,112.81500244140625,113.13999938964844,112.76000213623047,113.05010223388672,1234312
2025-05-06 11:45:00-04:00,112.83999633789062,112.94000244140625,112.76000213623047,112.81490325927734,1291490
2025-05-06 11:50:00-04:00,112.68499755859375,112.8998031616211,112.62999725341797,112.83100128173828,1209723
2025-05-06 11:55:00-04:00,112.7300033569336,112.83000183105469,112.63999938964844,112.69000244140625,621839
2025-05-06 12:00:00-04:00,112.90499877929688,112.93000030517578,112.70999908447266,112.72000122070312,801453
2025-05-06 12:05:00-04:00,112.6448974609375,112.90489959716797,112.62010192871094,112.90489959716797,699777
2025-05-06 12:10:00-04:00,113.67970275878906,113.79000091552734,112.5999984741211,112.6500015258789,2933633
2025-05-06 12:15:00-04:00,113.34989929199219,113.69000244140625,113.26000213623047,113.69000244140625,1835259
2025-05-06 12:20:00-04:00,112.91999816894531,113.44499969482422,112.83000183105469,113.3499984741211,1715136
2025-05-06 12:25:00-04:00,113.01789855957031,113.16999816894531,112.91000366210938,112.94999694824219,1070451
2025-05-06 12:30:00-04:00,113.12129974365234,113.16999816894531,112.93000030517578,113.01010131835938,1124462
2025-05-06 12:35:00-04:00,113.20999908447266,113.4000015258789,113.11000061035156,113.12359619140625,1285497
2025-05-06 12:40:00-04:00,113.01000213623047,113.38999938964844,112.95999908447266,113.21309661865234,1295207
2025-05-06 12:45:00-04:00,112.91999816894531,113.05000305175781,112.87999725341797,113.01000213623047,1187124
2025-05-06 12:50:00-04:00,112.82499694824219,112.91999816894531,112.62010192871094,112.91999816894531,1411821
2025-05-06 12:55:00-04:00,112.62999725341797,112.87000274658203,112.62000274658203,112.82499694824219,1059865
2025-05-06 13:00:00-04:00,112.8499984741211,113.02999877929688,112.61000061035156,112.62999725341797,1404164
2025-05-06 13:05:00-04:00,113.0199966430664,113.11499786376953,112.8301010131836,112.84500122070312,993198
2025-05-06 13:10:00-04:00,112.96499633789062,113.05000305175781,112.83999633789062,113.02030181884766,809892
2025-05-06 13:15:00-04:00,113.02999877929688,113.12000274658203,112.93000030517578,112.97000122070312,620985
2025-05-06 13:20:00-04:00,112.80899810791016,113.04000091552734,112.66999816894531,113.02999877929688,1046469
2025-05-06 13:25:00-04:00,112.91999816894531,112.98999786376953,112.66999816894531,112.79900360107422,973184
2025-05-06 13:30:00-04:00,113.04000091552734,113.08999633789062,112.91000366210938,112.93000030517578,803569
2025-05-06 13:35:00-04:00,112.86000061035156,113.0999984741211,112.83999633789062,113.05000305175781,796727
2025-05-06 13:40:00-04:00,112.79000091552734,112.87000274658203,112.72000122070312,112.8550033569336,792062
2025-05-06 13:45:00-04:00,112.89959716796875,112.92970275878906,112.73470306396484,112.79000091552734,1040131
2025-05-06 13:50:00-04:00,112.9800033569336,113.05000305175781,112.86499786376953,112.9000015258789,795491
