Datetime,Forecasted_Close
2025-06-18 09:30:00-04:00,144.42407537930558
2025-06-18 09:35:00-04:00,144.2309081202725
2025-06-18 09:40:00-04:00,144.50019498266465
2025-06-18 09:45:00-04:00,144.90013589553337
2025-06-18 09:50:00-04:00,144.91181616582162
2025-06-18 09:55:00-04:00,144.58013124362105
2025-06-18 10:00:00-04:00,144.50193477556832
2025-06-18 10:05:00-04:00,144.3206383056613
2025-06-18 10:10:00-04:00,144.68323961992974
2025-06-18 10:15:00-04:00,144.10749797286053
2025-06-18 10:20:00-04:00,144.46708238992778
2025-06-18 10:25:00-04:00,145.07321283843703
2025-06-18 10:30:00-04:00,144.31040053514516
2025-06-18 10:35:00-04:00,144.65308320959957
2025-06-18 10:40:00-04:00,144.1257647515422
2025-06-18 10:45:00-04:00,144.2236746852759
2025-06-18 10:50:00-04:00,144.3128019099472
2025-06-18 10:55:00-04:00,144.89158348396722
2025-06-18 11:00:00-04:00,144.63106467534226
2025-06-18 11:05:00-04:00,144.69767089849165
2025-06-18 11:10:00-04:00,144.71748695123915
2025-06-18 11:15:00-04:00,144.2446736297088
2025-06-18 11:20:00-04:00,144.18104243148855
2025-06-18 11:25:00-04:00,144.44396889575637
2025-06-18 11:30:00-04:00,144.10961252259904
2025-06-18 11:35:00-04:00,143.8779520838707
2025-06-18 11:40:00-04:00,144.45995154199773
2025-06-18 11:45:00-04:00,144.30467659555597
2025-06-18 11:50:00-04:00,143.76511259153767
2025-06-18 11:55:00-04:00,143.98005343203658
2025-06-18 12:00:00-04:00,143.91225594274738
2025-06-18 12:05:00-04:00,143.95349384987549
2025-06-18 12:10:00-04:00,144.0074797702291
2025-06-18 12:15:00-04:00,143.95372624098536
2025-06-18 12:20:00-04:00,144.3321971463606
2025-06-18 12:25:00-04:00,143.39364901088993
2025-06-18 12:30:00-04:00,144.05288396842616
2025-06-18 12:35:00-04:00,144.44945416339488
2025-06-18 12:40:00-04:00,144.54051798064847
2025-06-18 12:45:00-04:00,144.0475222239902
2025-06-18 12:50:00-04:00,144.41134620860248
2025-06-18 12:55:00-04:00,144.12725121719996
2025-06-18 13:00:00-04:00,144.059326017481
2025-06-18 13:05:00-04:00,143.95389582368716
2025-06-18 13:10:00-04:00,143.8061243883967
2025-06-18 13:15:00-04:00,143.81129561399484
2025-06-18 13:20:00-04:00,144.3952672561354
2025-06-18 13:25:00-04:00,144.49150857982795
2025-06-18 13:30:00-04:00,144.37268135259183
2025-06-18 13:35:00-04:00,144.1728229044852
2025-06-18 13:40:00-04:00,144.371642920245
2025-06-18 13:45:00-04:00,144.40018724810125
2025-06-18 13:50:00-04:00,144.46269417581698
2025-06-18 13:55:00-04:00,143.6235529078058
2025-06-18 14:00:00-04:00,144.41888740479862
2025-06-18 14:05:00-04:00,143.48381048068086
2025-06-18 14:10:00-04:00,144.46637893575735
2025-06-18 14:15:00-04:00,144.3022480037771
2025-06-18 14:20:00-04:00,144.06844789194702
2025-06-18 14:25:00-04:00,144.04115135779784
2025-06-18 14:30:00-04:00,144.16744231752682
2025-06-18 14:35:00-04:00,144.1109273119414
2025-06-18 14:40:00-04:00,144.0498021692033
2025-06-18 14:45:00-04:00,144.08932331317737
2025-06-18 14:50:00-04:00,143.92038753797942
2025-06-18 14:55:00-04:00,144.39303755764877
2025-06-18 15:00:00-04:00,144.23735226294093
2025-06-18 15:05:00-04:00,144.42565396396185
2025-06-18 15:10:00-04:00,143.99249368406254
2025-06-18 15:15:00-04:00,143.6718672289103
2025-06-18 15:20:00-04:00,144.28980147091033
2025-06-18 15:25:00-04:00,143.76645041062966
2025-06-18 15:30:00-04:00,144.12600342349288
2025-06-18 15:35:00-04:00,143.89344901175627
2025-06-18 15:40:00-04:00,143.6710255962421
2025-06-18 15:45:00-04:00,143.77521218355605
2025-06-18 15:50:00-04:00,144.1526593118797
2025-06-18 15:55:00-04:00,143.6065234547632
